schema_version,strategy_mode,candle_timeframe,timestamp,iso_year,iso_week,training_week_id,training_version,day_of_week,hour_utc,symbol,account_balance,account_equity,account_profit,account_currency,positions_count,trade_status,is_tradeable,decision_reason,failed_node,planned_direction,entry_price,stop_loss,take_profit,spread,target_value,target_progress,tick_dir,m1_dir,fib_dir,fib_zone,rsi,sar_dir,mtf_m1_dir,mtf_m5_dir,mtf_m15_dir,mtf_h1_dir,fib_ok,sar_ok,rsi_ok,confluence_score,quant_hurst,quant_reversion,quant_ofi,quant_kelly_lot,quant_z_score,quant_smoothness,m1_open,m1_high,m1_low,m1_close,m1_range,m1_body,m1_body_ratio,tick_count,tick_first_mid,tick_last_mid,tick_net_move,tick_up_moves,tick_down_moves,tick_directional_consistency,label_outcome,label_tp_before_sl,label_max_favorable,label_max_adverse,label_seconds_to_outcome
2,standard_live,M15,2026-05-11T09:45:41.330119+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,115.000000,110.000000,130.000000,0.000000,130.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,1,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.376993+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,109.000000,104.000000,124.000000,0.000000,124.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.000000,109.000000,109.000000,109.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.408244+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,1000.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,115.000000,110.000000,130.000000,0.000000,130.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.462733+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,1000.000000,0.000000,,1,m15_trigger_missing,0,m15_trigger_missing,m15_trigger,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m15_trigger_missing,0.000000,None,None,None,BEARISH,BEARISH,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,112.000000,112.200000,106.800000,107.000000,5.400000,5.000000,0.925926,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.542622+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BEARISH,110.000000,112.000000,104.000000,0.000000,104.000000,0.000000,None,None,BEARISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,110.000000,110.000000,110.000000,110.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.594570+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,4688.900000,4680.000000,4695.000000,0.000000,4695.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4688.900000,4688.900000,4688.900000,4688.900000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:45:41.625824+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,0,m15_trigger_missing,0,m15_trigger_missing,m15_trigger,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m15_trigger_missing,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2350.000000,2350.000000,2350.000000,2350.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,0,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,4700.000000,4696.000000,4712.000000,0.350000,4712.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.820000,1.000000,0.660000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,9800.000000,0.000000,,0,waiting,0,waiting,setup,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,waiting,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.400000,1.000000,0.000000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,1,master_equation_flat,0,master_equation_flat,quant_engine,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,master_equation_flat,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.300000,1.000000,0.200000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,0,m10_setup_not_ready,0,m10_setup_not_ready,m10_setup,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,m10_setup_not_ready,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.820000,1.000000,0.660000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,0,quant_direction_mismatch,0,quant_direction_mismatch,quant_engine,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,quant_direction_mismatch,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.820000,1.000000,0.660000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,quick-scalp-2026-W18,1,6,XAUUSD,0.000000,0.000000,0.000000,,0,m15_trigger_missing,0,m15_trigger_missing,m15_trigger,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m15_trigger_missing,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2350.000000,2350.000000,2350.000000,2350.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T12:30:00+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,12,XAUUSD,3491.490000,3491.490000,0.000000,KES,0,m30_setup_not_ready,0,m30_setup_not_ready,m30_setup,None,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,None,None,None,m30_setup_not_ready,0.000000,None,None,BULLISH,BULLISH,BEARISH,0,0,0,0,0.000000,0.000000,0.500000,1.000000,0.133170,1.000000,4657.410000,4663.570000,4650.450000,4662.850000,13.120000,5.440000,0.414634,1,4663.430000,4663.430000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T12:30:00+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,12,XAUUSD,3491.490000,3491.490000,0.000000,KES,0,m30_setup_not_ready,0,m30_setup_not_ready,m30_setup,None,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,None,None,None,m30_setup_not_ready,0.000000,None,None,BULLISH,BULLISH,BEARISH,0,0,0,0,0.000000,0.000000,0.500000,1.000000,0.133170,1.000000,4657.410000,4663.570000,4650.450000,4662.850000,13.120000,5.440000,0.414634,1,4663.720000,4663.720000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T12:30:00+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,12,XAUUSD,3491.490000,3491.490000,0.000000,KES,0,m30_setup_not_ready,0,m30_setup_not_ready,m30_setup,None,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,None,None,None,m30_setup_not_ready,0.000000,None,None,BULLISH,BULLISH,BEARISH,0,0,0,0,0.000000,0.000000,0.500000,1.000000,0.133170,1.000000,4657.410000,4663.570000,4650.450000,4662.850000,13.120000,5.440000,0.414634,1,4662.710000,4662.710000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T12:30:00+00:00,2026,20,2026-W20,quick-scalp-2026-W20,0,12,XAUUSD,3491.490000,3491.490000,0.000000,KES,0,m30_setup_not_ready,0,m30_setup_not_ready,m30_setup,None,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,None,None,None,m30_setup_not_ready,0.000000,None,None,BULLISH,BULLISH,BEARISH,0,0,0,0,0.000000,0.000000,0.500000,1.000000,0.133170,1.000000,4657.410000,4663.570000,4650.450000,4662.850000,13.120000,5.440000,0.414634,1,4663.540000,4663.540000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:18.945126+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,0,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,2350.000000,2345.000000,2365.000000,0.000000,2365.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2350.000000,2350.000000,2350.000000,2350.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:18.992005+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,0,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,2350.000000,2345.000000,2365.000000,0.000000,2365.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2350.000000,2350.000000,2350.000000,2350.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.007629+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,0,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,100.000000,98.700000,101.500000,0.040000,101.500000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,1,100.000000,100.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.038878+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,109.000000,104.000000,124.000000,0.000000,124.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.000000,109.000000,109.000000,109.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.085753+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,106.500000,102.000000,119.000000,0.000000,119.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106.500000,106.500000,106.500000,106.500000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.117003+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,m10_setup_not_ready,0,m10_setup_not_ready,m10_setup,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m10_setup_not_ready,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.175920+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,master_equation_flat,0,master_equation_flat,quant_engine,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,master_equation_flat,0.000000,None,None,None,None,BULLISH,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.211431+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,master_equation_flat,0,master_equation_flat,quant_engine,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,master_equation_flat,0.000000,None,None,None,None,BULLISH,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.242681+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,115.000000,110.000000,130.000000,0.000000,130.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,1,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.273934+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,109.000000,104.000000,124.000000,0.000000,124.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.000000,109.000000,109.000000,109.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.320808+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,1000.000000,0.000000,,2,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,115.000000,110.000000,130.000000,0.000000,130.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,115.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.352055+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,1000.000000,0.000000,,1,m15_trigger_missing,0,m15_trigger_missing,m15_trigger,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m15_trigger_missing,0.000000,None,None,None,BEARISH,BEARISH,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,112.000000,112.200000,106.800000,107.000000,5.400000,5.000000,0.925926,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.383303+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BEARISH,110.000000,112.000000,104.000000,0.000000,104.000000,0.000000,None,None,BEARISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,110.000000,110.000000,110.000000,110.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.414556+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,1,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,4688.900000,4680.000000,4695.000000,0.000000,4695.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4688.900000,4688.900000,4688.900000,4688.900000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-05-11T09:47:19.445805+00:00,2026,20,2026-W20,standard-live-2026-W20,0,9,XAUUSD,0.000000,0.000000,0.000000,,0,m15_trigger_missing,0,m15_trigger_missing,m15_trigger,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,None,m15_trigger_missing,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2350.000000,2350.000000,2350.000000,2350.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,standard-live-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,0,top_down_trade_plan_ready,1,top_down_trade_plan_ready,,BULLISH,4700.000000,4696.000000,4712.000000,0.350000,4712.000000,0.000000,None,None,BULLISH,top_down_trade_plan_ready,0.000000,None,None,None,None,None,1,0,0,1,0.000000,0.000000,0.820000,1.000000,0.660000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,standard-live-2026-W18,1,6,XAUUSD,0.000000,9800.000000,0.000000,,0,waiting,0,waiting,setup,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,waiting,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.400000,1.000000,0.000000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
2,standard_live,M15,2026-04-28T06:15:00+00:00,2026,18,2026-W18,standard-live-2026-W18,1,6,XAUUSD,0.000000,10000.000000,0.000000,,1,master_equation_flat,0,master_equation_flat,quant_engine,None,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,None,None,None,master_equation_flat,0.000000,None,None,None,None,None,0,0,0,0,0.000000,0.000000,0.300000,1.000000,0.200000,1.000000,4700.000000,4700.000000,4700.000000,4700.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,,,,,
