timestamp,tick_dir,fib_zone,rsi,sar_dir,target_price
2026-05-10T10:55:45.758943+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.903917+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9738
2026-05-10T10:55:46.036527+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9738
2026-05-10T10:55:47.371198+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.485933+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.556179+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.609561+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.660417+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.717012+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.867680+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:47.968281+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:48.050770+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:48.117442+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:48.217492+00:00,BULLISH,in_market_mover,68.09,BEARISH,4999.9586
2026-05-10T10:55:48.358145+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:48.567728+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:48.643019+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:48.734701+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:49.799461+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:49.859849+00:00,BULLISH,in_market_mover,62.1,BEARISH,4999.9586
2026-05-10T10:55:50.466931+00:00,BULLISH,in_market_mover,68.06,BEARISH,4999.9586
2026-05-10T10:55:50.515373+00:00,BULLISH,in_market_mover,68.06,BEARISH,4999.9586
2026-05-10T10:55:50.570191+00:00,BULLISH,in_market_mover,68.06,BEARISH,4999.9586
2026-05-10T10:55:50.615219+00:00,BULLISH,in_market_mover,68.06,BEARISH,4999.9586
2026-05-10T10:55:51.616079+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.665915+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.730749+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.780886+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.849207+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.914085+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:51.997454+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:52.047865+00:00,BULLISH,in_market_mover,72.84,BULLISH,4999.9586
2026-05-10T10:55:57.690907+00:00,BULLISH,in_market_mover,62.12,BULLISH,5000.296699999999
2026-05-10T10:55:57.760420+00:00,BULLISH,in_market_mover,62.12,BULLISH,5000.296699999999
2026-05-10T10:55:58.924837+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:58.973690+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.023418+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.092881+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.144231+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.211474+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.276657+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.408807+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:55:59.460973+00:00,BULLISH,in_market_mover,53.76,BULLISH,5000.314099999999
2026-05-10T10:56:01.141224+00:00,BULLISH,in_market_mover,55.6,BULLISH,5000.329599999999
2026-05-10T10:56:01.198660+00:00,BULLISH,in_market_mover,55.6,BULLISH,5000.329599999999
2026-05-10T10:56:02.197681+00:00,BULLISH,in_market_mover,52.67,BULLISH,5000.329599999999
2026-05-10T10:56:02.374019+00:00,BULLISH,in_market_mover,52.67,BULLISH,5000.329599999999
2026-05-10T10:56:17.774437+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:17.891088+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:17.989499+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.071838+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.288597+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.390328+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.439317+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.538269+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.705489+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:18.888284+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:19.003577+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:19.087772+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:19.254469+00:00,BULLISH,in_market_mover,58.69,BULLISH,5000.591000000001
2026-05-10T10:56:25.583474+00:00,BULLISH,in_market_mover,63.4,BULLISH,5000.950599999999
2026-05-10T10:56:25.667882+00:00,BULLISH,in_market_mover,63.4,BULLISH,5000.950599999999
2026-05-10T10:56:25.747349+00:00,BULLISH,in_market_mover,63.4,BULLISH,5000.950599999999
2026-05-10T10:56:25.808054+00:00,BULLISH,in_market_mover,63.4,BULLISH,5000.950599999999
2026-05-10T10:56:27.466643+00:00,BULLISH,in_market_mover,58.57,BULLISH,5000.994199999999
2026-05-10T10:56:36.857463+00:00,BULLISH,in_market_mover,59.43,BEARISH,5000.994199999999
2026-05-10T10:56:36.943571+00:00,BULLISH,in_market_mover,59.43,BEARISH,5000.994199999999
2026-05-10T10:56:37.609290+00:00,BULLISH,in_market_mover,53.53,BEARISH,5000.994199999999
2026-05-10T10:56:37.688675+00:00,BULLISH,in_market_mover,53.53,BEARISH,5000.994199999999
2026-05-10T10:56:37.769993+00:00,BULLISH,in_market_mover,53.53,BEARISH,5000.994199999999
2026-05-10T10:56:37.845918+00:00,BULLISH,in_market_mover,53.53,BEARISH,5000.994199999999
2026-05-10T10:56:53.937936+00:00,BULLISH,in_market_mover,39.95,BEARISH,5000.979299999999
2026-05-10T10:56:58.169529+00:00,BULLISH,in_market_mover,38.85,BEARISH,5000.988099999999
2026-05-10T10:56:58.258150+00:00,BULLISH,in_market_mover,38.85,BEARISH,5000.988099999999
2026-05-10T10:56:58.317190+00:00,BULLISH,in_market_mover,38.85,BEARISH,5000.988099999999
2026-05-10T10:56:58.367127+00:00,BULLISH,in_market_mover,38.85,BEARISH,5000.988099999999
2026-05-10T10:56:58.435454+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:56:58.506400+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:56:58.567747+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:56:58.634696+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:56:58.784705+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:56:58.883967+00:00,BULLISH,in_market_mover,35.71,BEARISH,5000.988099999999
2026-05-10T10:57:12.298507+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:12.359068+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:12.415401+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:12.476894+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:12.556971+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:12.621243+00:00,BULLISH,in_market_mover,47.08,BULLISH,5000.990899999999
2026-05-10T10:57:16.836406+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.017551+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.085063+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.156511+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.222014+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.284064+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:17.403820+00:00,BULLISH,in_market_mover,73.23,BULLISH,5001.0086999999985
2026-05-10T10:57:18.497394+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:18.580302+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:18.665733+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:18.802794+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:18.896820+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:18.961671+00:00,BULLISH,in_market_mover,75.09,BULLISH,5001.055299999998
2026-05-10T10:57:23.163077+00:00,BULLISH,in_market_mover,73.89,BULLISH,5001.037099999998
2026-05-10T10:57:23.247426+00:00,BULLISH,in_market_mover,73.89,BULLISH,5001.037099999998
2026-05-10T10:57:24.369539+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.443470+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.574988+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.640841+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.696066+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.759286+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:24.819966+00:00,BULLISH,in_market_mover,81.62,BULLISH,5001.037099999998
2026-05-10T10:57:28.859394+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:28.936675+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.020239+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.139466+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.238400+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.309604+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.398592+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.461160+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.522762+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:29.592166+00:00,BULLISH,in_market_mover,84.54,BULLISH,5001.047499999998
2026-05-10T10:57:35.155513+00:00,BULLISH,in_market_mover,66.85,BEARISH,5001.0517999999975
2026-05-10T10:57:35.214369+00:00,BULLISH,in_market_mover,66.85,BEARISH,5001.0517999999975
2026-05-10T10:57:40.116540+00:00,BULLISH,in_market_mover,54.32,BEARISH,5001.052299999998
2026-05-10T10:57:41.776563+00:00,BULLISH,in_market_mover,54.32,BEARISH,5001.052299999998
2026-05-10T10:57:41.846555+00:00,BULLISH,in_market_mover,54.32,BEARISH,5001.052299999998
